Date,Close
2-Jun-25,"Rp 42,484,739.42"
1-Jun-25,"Rp 41,414,946.84"
31-May-25,"Rp 41,198,255.02"
30-May-25,"Rp 41,411,888.59"
29-May-25,"Rp 42,912,274.48"
28-May-25,"Rp 43,701,293.81"
27-May-25,"Rp 43,368,889.43"
26-May-25,"Rp 41,685,198.26"
25-May-25,"Rp 41,384,471.55"
24-May-25,"Rp 41,113,511.33"
23-May-25,"Rp 41,045,208.04"
22-May-25,"Rp 43,593,511.05"
21-May-25,"Rp 41,738,789.01"
20-May-25,"Rp 41,421,682.41"
19-May-25,"Rp 41,566,854.25"
18-May-25,"Rp 41,206,923.70"
17-May-25,"Rp 40,835,713.17"
16-May-25,"Rp 41,834,326.67"
15-May-25,"Rp 42,073,566.23"
14-May-25,"Rp 43,229,365.98"
13-May-25,"Rp 44,516,445.83"
12-May-25,"Rp 41,686,256.78"
11-May-25,"Rp 41,546,034.26"
10-May-25,"Rp 42,725,661.41"
9-May-25,"Rp 38,805,943.32"
8-May-25,"Rp 36,524,395.58"
7-May-25,"Rp 29,908,512.67"
6-May-25,"Rp 29,839,004.23"
5-May-25,"Rp 29,897,456.23"
4-May-25,"Rp 29,781,477.72"
3-May-25,"Rp 30,210,033.56"
2-May-25,"Rp 30,338,105.00"
1-May-25,"Rp 30,554,988.17"
30-Apr-25,"Rp 29,694,247.04"
29-Apr-25,"Rp 30,077,151.39"
28-Apr-25,"Rp 30,224,701.40"
27-Apr-25,"Rp 30,174,608.43"
26-Apr-25,"Rp 30,617,805.95"
25-Apr-25,"Rp 30,022,615.35"
24-Apr-25,"Rp 29,722,574.85"
23-Apr-25,"Rp 30,270,158.94"
22-Apr-25,"Rp 29,632,729.70"
21-Apr-25,"Rp 26,577,296.20"
20-Apr-25,"Rp 26,742,301.02"
19-Apr-25,"Rp 27,201,000.74"
18-Apr-25,"Rp 26,796,286.21"
17-Apr-25,"Rp 26,688,752.42"
16-Apr-25,"Rp 26,516,194.46"
15-Apr-25,"Rp 26,730,090.78"
14-Apr-25,"Rp 27,245,692.94"
13-Apr-25,"Rp 26,823,256.43"
12-Apr-25,"Rp 27,610,183.82"
11-Apr-25,"Rp 26,327,072.81"
10-Apr-25,"Rp 25,633,430.58"
9-Apr-25,"Rp 28,108,392.79"
8-Apr-25,"Rp 25,137,632.44"
7-Apr-25,"Rp 26,231,047.68"
6-Apr-25,"Rp 26,402,311.84"
5-Apr-25,"Rp 29,918,802.06"
4-Apr-25,"Rp 30,397,788.44"
3-Apr-25,"Rp 30,408,474.41"
2-Apr-25,"Rp 30,038,466.07"
1-Apr-25,"Rp 31,888,972.43"
31-Mar-25,"Rp 30,373,114.86"
30-Mar-25,"Rp 29,975,224.33"
29-Mar-25,"Rp 30,325,418.65"
28-Mar-25,"Rp 31,456,946.78"
27-Mar-25,"Rp 33,174,857.77"
26-Mar-25,"Rp 33,425,476.72"
25-Mar-25,"Rp 34,382,783.73"
24-Mar-25,"Rp 34,484,178.86"
23-Mar-25,"Rp 33,130,884.34"
22-Mar-25,"Rp 32,722,104.83"
21-Mar-25,"Rp 32,471,069.47"
20-Mar-25,"Rp 32,634,257.51"
19-Mar-25,"Rp 33,994,633.02"
18-Mar-25,"Rp 31,928,032.79"
17-Mar-25,"Rp 31,577,314.82"
16-Mar-25,"Rp 30,823,931.68"
15-Mar-25,"Rp 31,633,780.28"
14-Mar-25,"Rp 31,177,785.68"
13-Mar-25,"Rp 30,530,796.03"
12-Mar-25,"Rp 31,332,705.51"
11-Mar-25,"Rp 31,589,704.75"
10-Mar-25,"Rp 30,394,421.61"
9-Mar-25,"Rp 32,851,314.13"
8-Mar-25,"Rp 35,884,502.72"
7-Mar-25,"Rp 34,865,384.41"
6-Mar-25,"Rp 35,957,857.11"
5-Mar-25,"Rp 36,500,175.49"
4-Mar-25,"Rp 35,558,660.07"
3-Mar-25,"Rp 35,317,433.64"
2-Mar-25,"Rp 41,654,793.26"
1-Mar-25,"Rp 36,644,328.35"
28-Feb-25,"Rp 36,995,818.61"
27-Feb-25,"Rp 38,181,818.68"
26-Feb-25,"Rp 38,171,958.82"
25-Feb-25,"Rp 40,703,780.44"
24-Feb-25,"Rp 40,950,021.54"
23-Feb-25,"Rp 46,052,387.47"
22-Feb-25,"Rp 45,059,482.20"
21-Feb-25,"Rp 43,357,970.36"
20-Feb-25,"Rp 44,598,776.55"
19-Feb-25,"Rp 44,414,396.37"
18-Feb-25,"Rp 43,574,285.75"
17-Feb-25,"Rp 44,515,136.78"
16-Feb-25,"Rp 43,122,658.79"
15-Feb-25,"Rp 43,581,393.51"
14-Feb-25,"Rp 44,127,533.81"
13-Feb-25,"Rp 43,446,087.11"
12-Feb-25,"Rp 44,837,570.77"
11-Feb-25,"Rp 42,549,239.14"
10-Feb-25,"Rp 43,492,209.84"
9-Feb-25,"Rp 42,918,461.03"
8-Feb-25,"Rp 43,025,737.77"
7-Feb-25,"Rp 42,860,697.25"
6-Feb-25,"Rp 43,919,463.89"
5-Feb-25,"Rp 45,461,666.88"
4-Feb-25,"Rp 44,595,283.45"
3-Feb-25,"Rp 47,096,319.39"
2-Feb-25,"Rp 46,932,489.70"
1-Feb-25,"Rp 51,001,044.25"
31-Jan-25,"Rp 53,943,951.72"
30-Jan-25,"Rp 52,874,344.78"
29-Jan-25,"Rp 50,570,667.30"
28-Jan-25,"Rp 49,964,190.05"
27-Jan-25,"Rp 51,535,704.63"
26-Jan-25,"Rp 52,336,738.67"
25-Jan-25,"Rp 53,641,740.68"
24-Jan-25,"Rp 53,516,993.63"
23-Jan-25,"Rp 54,148,758.72"
22-Jan-25,"Rp 52,675,520.08"
21-Jan-25,"Rp 54,386,812.67"
20-Jan-25,"Rp 53,422,900.44"
19-Jan-25,"Rp 52,560,164.55"
18-Jan-25,"Rp 54,159,081.44"
17-Jan-25,"Rp 56,916,646.90"
16-Jan-25,"Rp 54,249,381.49"
15-Jan-25,"Rp 56,405,161.15"
14-Jan-25,"Rp 52,581,842.36"
13-Jan-25,"Rp 51,187,347.52"
12-Jan-25,"Rp 53,237,826.51"
11-Jan-25,"Rp 53,556,438.90"
10-Jan-25,"Rp 53,316,125.11"
9-Jan-25,"Rp 52,327,915.91"
8-Jan-25,"Rp 54,037,277.97"
7-Jan-25,"Rp 54,851,896.09"
6-Jan-25,"Rp 59,772,286.89"
5-Jan-25,"Rp 58,938,620.03"
4-Jan-25,"Rp 59,256,311.39"
3-Jan-25,"Rp 58,402,598.47"
2-Jan-25,"Rp 56,175,948.05"
1-Jan-25,"Rp 54,653,843.61"
31-Dec-24,"Rp 54,209,685.66"
30-Dec-24,"Rp 54,304,755.67"
29-Dec-24,"Rp 54,259,324.46"
28-Dec-24,"Rp 54,995,048.29"
27-Dec-24,"Rp 53,878,519.56"
26-Dec-24,"Rp 53,950,279.20"
25-Dec-24,"Rp 56,634,251.66"
24-Dec-24,"Rp 56,479,972.12"
23-Dec-24,"Rp 55,445,028.78"
22-Dec-24,"Rp 53,065,564.02"
21-Dec-24,"Rp 53,967,225.76"
20-Dec-24,"Rp 56,155,702.91"
19-Dec-24,"Rp 55,842,959.99"
18-Dec-24,"Rp 58,772,660.35"
17-Dec-24,"Rp 62,344,644.98"
16-Dec-24,"Rp 63,863,496.36"
15-Dec-24,"Rp 63,361,937.06"
14-Dec-24,"Rp 62,020,013.30"
13-Dec-24,"Rp 62,706,202.32"
12-Dec-24,"Rp 62,021,650.76"
11-Dec-24,"Rp 61,211,349.79"
10-Dec-24,"Rp 57,800,086.99"
9-Dec-24,"Rp 58,999,747.08"
8-Dec-24,"Rp 63,550,432.29"
7-Dec-24,"Rp 63,503,720.37"
6-Dec-24,"Rp 63,553,185.71"
5-Dec-24,"Rp 60,465,361.66"
4-Dec-24,"Rp 61,143,719.34"
3-Dec-24,"Rp 57,858,972.75"
2-Dec-24,"Rp 58,074,419.80"
1-Dec-24,"Rp 58,782,592.70"
30-Nov-24,"Rp 58,683,547.57"
29-Nov-24,"Rp 56,906,575.74"
28-Nov-24,"Rp 56,866,427.80"
27-Nov-24,"Rp 58,065,778.82"
26-Nov-24,"Rp 53,008,034.62"
25-Nov-24,"Rp 54,203,151.56"
24-Nov-24,"Rp 53,588,542.29"
23-Nov-24,"Rp 54,147,858.12"
22-Nov-24,"Rp 53,117,545.14"
21-Nov-24,"Rp 53,434,203.38"
20-Nov-24,"Rp 48,966,652.25"
19-Nov-24,"Rp 49,327,935.05"
18-Nov-24,"Rp 50,818,860.15"
17-Nov-24,"Rp 48,885,787.81"
16-Nov-24,"Rp 49,813,727.29"
15-Nov-24,"Rp 49,333,067.33"
14-Nov-24,"Rp 48,893,288.60"
13-Nov-24,"Rp 50,663,820.32"
12-Nov-24,"Rp 51,376,241.25"
11-Nov-24,"Rp 53,150,390.52"
10-Nov-24,"Rp 49,959,553.82"
9-Nov-24,"Rp 49,017,596.89"
8-Nov-24,"Rp 46,366,473.69"
7-Nov-24,"Rp 45,098,409.63"
6-Nov-24,"Rp 43,125,372.38"
5-Nov-24,"Rp 38,078,012.85"
4-Nov-24,"Rp 37,870,667.43"
3-Nov-24,"Rp 38,936,094.43"
2-Nov-24,"Rp 39,481,094.20"
1-Nov-24,"Rp 39,811,023.38"
31-Oct-24,"Rp 39,557,513.65"
30-Oct-24,"Rp 41,730,742.29"
29-Oct-24,"Rp 41,611,297.38"
28-Oct-24,"Rp 40,411,918.38"
27-Oct-24,"Rp 39,350,784.22"
26-Oct-24,"Rp 38,917,620.33"
25-Oct-24,"Rp 38,232,227.50"
24-Oct-24,"Rp 39,619,702.45"
23-Oct-24,"Rp 39,309,571.31"
22-Oct-24,"Rp 40,854,268.36"
21-Oct-24,"Rp 41,486,468.00"
20-Oct-24,"Rp 42,498,197.66"
19-Oct-24,"Rp 40,986,243.79"
18-Oct-24,"Rp 40,876,304.62"
17-Oct-24,"Rp 40,431,345.69"
16-Oct-24,"Rp 40,706,219.61"
15-Oct-24,"Rp 40,623,946.61"
14-Oct-24,"Rp 40,958,260.40"
13-Oct-24,"Rp 38,423,340.06"
12-Oct-24,"Rp 38,557,359.66"
11-Oct-24,"Rp 37,934,443.87"
10-Oct-24,"Rp 37,397,961.86"
9-Oct-24,"Rp 37,199,813.69"
8-Oct-24,"Rp 38,284,769.67"
7-Oct-24,"Rp 38,126,438.96"
6-Oct-24,"Rp 38,234,402.87"
5-Oct-24,"Rp 37,852,951.06"
4-Oct-24,"Rp 37,839,821.02"
3-Oct-24,"Rp 36,391,300.35"
2-Oct-24,"Rp 36,198,173.36"
1-Oct-24,"Rp 37,421,964.68"
30-Sep-24,"Rp 39,579,568.18"
29-Sep-24,"Rp 40,221,318.06"
28-Sep-24,"Rp 40,497,377.29"
27-Sep-24,"Rp 40,775,092.13"
26-Sep-24,"Rp 39,835,713.47"
25-Sep-24,"Rp 39,257,133.30"
24-Sep-24,"Rp 40,186,920.65"
23-Sep-24,"Rp 40,195,417.23"
22-Sep-24,"Rp 39,158,283.61"
21-Sep-24,"Rp 39,658,487.02"
20-Sep-24,"Rp 38,827,900.40"
19-Sep-24,"Rp 37,469,398.88"
18-Sep-24,"Rp 36,306,736.89"
17-Sep-24,"Rp 35,949,375.09"
16-Sep-24,"Rp 35,291,315.88"
15-Sep-24,"Rp 35,741,838.04"
14-Sep-24,"Rp 37,274,672.50"
13-Sep-24,"Rp 37,629,318.81"
12-Sep-24,"Rp 36,456,410.00"
11-Sep-24,"Rp 36,119,978.11"
10-Sep-24,"Rp 37,012,781.30"
9-Sep-24,"Rp 36,517,677.01"
8-Sep-24,"Rp 35,405,745.32"
7-Sep-24,"Rp 35,154,170.36"
6-Sep-24,"Rp 34,377,683.69"
5-Sep-24,"Rp 36,519,984.34"
4-Sep-24,"Rp 37,856,706.02"
3-Sep-24,"Rp 37,656,929.14"
2-Sep-24,"Rp 39,485,238.03"
1-Sep-24,"Rp 37,711,122.10"
31-Aug-24,"Rp 39,039,036.93"
30-Aug-24,"Rp 39,232,076.38"
29-Aug-24,"Rp 39,109,170.17"
28-Aug-24,"Rp 39,058,707.42"
27-Aug-24,"Rp 38,063,638.83"
26-Aug-24,"Rp 41,513,988.58"
25-Aug-24,"Rp 42,375,159.28"
24-Aug-24,"Rp 42,651,925.15"
23-Aug-24,"Rp 42,575,802.73"
22-Aug-24,"Rp 41,314,106.78"
21-Aug-24,"Rp 40,806,383.66"
20-Aug-24,"Rp 39,751,658.43"
19-Aug-24,"Rp 40,957,848.29"
18-Aug-24,"Rp 41,009,632.07"
17-Aug-24,"Rp 41,042,370.80"
16-Aug-24,"Rp 40,707,062.82"
15-Aug-24,"Rp 40,537,993.77"
14-Aug-24,"Rp 41,629,346.92"
13-Aug-24,"Rp 42,598,348.69"
12-Aug-24,"Rp 43,491,059.32"
11-Aug-24,"Rp 40,660,334.22"
10-Aug-24,"Rp 41,629,603.42"
9-Aug-24,"Rp 41,463,337.46"
8-Aug-24,"Rp 42,895,990.53"
7-Aug-24,"Rp 37,454,939.85"
6-Aug-24,"Rp 39,769,476.59"
5-Aug-24,"Rp 39,183,016.79"
4-Aug-24,"Rp 43,033,726.43"
3-Aug-24,"Rp 46,965,021.96"
2-Aug-24,"Rp 48,301,599.46"
1-Aug-24,"Rp 52,112,455.22"
31-Jul-24,"Rp 52,520,766.54"
30-Jul-24,"Rp 53,563,929.71"
29-Jul-24,"Rp 54,156,708.76"
28-Jul-24,"Rp 53,293,185.26"
27-Jul-24,"Rp 52,949,487.68"
26-Jul-24,"Rp 53,411,603.42"
25-Jul-24,"Rp 51,882,646.18"
24-Jul-24,"Rp 54,226,455.74"
23-Jul-24,"Rp 56,511,208.49"
22-Jul-24,"Rp 55,824,025.89"
21-Jul-24,"Rp 57,338,479.32"
20-Jul-24,"Rp 57,058,511.38"
19-Jul-24,"Rp 56,838,654.27"
18-Jul-24,"Rp 55,477,488.57"
17-Jul-24,"Rp 54,750,191.60"
16-Jul-24,"Rp 55,715,916.52"
15-Jul-24,"Rp 56,538,796.54"
14-Jul-24,"Rp 52,277,912.09"
13-Jul-24,"Rp 51,199,126.33"
12-Jul-24,"Rp 50,505,556.48"
11-Jul-24,"Rp 49,944,076.84"
10-Jul-24,"Rp 50,271,109.91"
9-Jul-24,"Rp 49,865,174.07"
8-Jul-24,"Rp 49,187,219.73"
7-Jul-24,"Rp 47,608,750.68"
6-Jul-24,"Rp 49,882,916.21"
5-Jul-24,"Rp 48,456,345.69"
4-Jul-24,"Rp 49,930,055.30"
3-Jul-24,"Rp 53,828,569.02"
2-Jul-24,"Rp 55,993,055.04"
1-Jul-24,"Rp 56,340,746.94"
30-Jun-24,"Rp 56,126,401.32"
29-Jun-24,"Rp 55,149,542.38"
28-Jun-24,"Rp 55,160,465.75"
27-Jun-24,"Rp 56,462,175.46"
26-Jun-24,"Rp 55,373,748.63"
25-Jun-24,"Rp 55,706,042.80"
24-Jun-24,"Rp 54,947,889.44"
23-Jun-24,"Rp 56,236,298.77"
22-Jun-24,"Rp 57,585,962.34"
21-Jun-24,"Rp 57,936,310.88"
20-Jun-24,"Rp 57,896,770.04"
19-Jun-24,"Rp 58,340,015.98"
18-Jun-24,"Rp 57,049,114.22"
17-Jun-24,"Rp 57,820,122.58"
16-Jun-24,"Rp 59,645,565.45"
15-Jun-24,"Rp 58,783,431.92"
14-Jun-24,"Rp 57,377,502.98"
13-Jun-24,"Rp 56,521,453.24"
12-Jun-24,"Rp 57,798,798.33"
11-Jun-24,"Rp 57,074,470.78"
10-Jun-24,"Rp 59,832,046.72"
9-Jun-24,"Rp 60,321,679.99"
8-Jun-24,"Rp 59,914,085.31"
7-Jun-24,"Rp 59,876,310.50"
6-Jun-24,"Rp 61,930,590.71"
5-Jun-24,"Rp 63,073,502.77"
4-Jun-24,"Rp 62,078,567.10"
3-Jun-24,"Rp 61,053,331.13"
2-Jun-24,"Rp 61,441,291.34"
1-Jun-24,"Rp 61,983,928.89"
31-May-24,"Rp 61,119,609.79"
30-May-24,"Rp 60,830,267.62"
29-May-24,"Rp 61,189,887.62"
28-May-24,"Rp 61,878,901.30"
27-May-24,"Rp 62,576,590.12"
26-May-24,"Rp 61,386,389.21"
25-May-24,"Rp 60,156,500.78"
24-May-24,"Rp 59,798,664.86"
23-May-24,"Rp 60,781,520.07"
22-May-24,"Rp 59,974,124.90"
21-May-24,"Rp 60,644,351.86"
20-May-24,"Rp 58,753,449.02"
19-May-24,"Rp 49,042,766.81"
18-May-24,"Rp 49,856,320.30"
17-May-24,"Rp 49,396,058.95"
16-May-24,"Rp 46,942,444.07"
15-May-24,"Rp 48,353,032.47"
14-May-24,"Rp 46,413,363.81"
13-May-24,"Rp 47,551,836.79"
12-May-24,"Rp 46,990,918.91"
11-May-24,"Rp 46,745,771.01"
10-May-24,"Rp 46,716,696.86"
9-May-24,"Rp 48,688,979.20"
8-May-24,"Rp 47,796,034.19"
7-May-24,"Rp 48,345,398.20"
6-May-24,"Rp 49,132,836.10"
5-May-24,"Rp 50,458,942.98"
4-May-24,"Rp 49,783,644.34"
3-May-24,"Rp 49,559,532.88"
2-May-24,"Rp 48,093,974.49"
1-May-24,"Rp 48,091,506.92"
30-Apr-24,"Rp 48,988,367.47"
29-Apr-24,"Rp 52,222,103.44"
28-Apr-24,"Rp 52,889,719.68"
27-Apr-24,"Rp 52,817,020.25"
26-Apr-24,"Rp 50,835,616.12"
25-Apr-24,"Rp 51,114,148.14"
24-Apr-24,"Rp 50,955,899.71"
23-Apr-24,"Rp 51,979,836.99"
22-Apr-24,"Rp 51,988,906.34"
21-Apr-24,"Rp 51,059,673.39"
20-Apr-24,"Rp 51,211,187.40"
19-Apr-24,"Rp 49,616,142.80"
18-Apr-24,"Rp 49,756,265.11"
17-Apr-24,"Rp 48,511,611.10"
16-Apr-24,"Rp 50,293,144.95"
15-Apr-24,"Rp 49,882,419.66"
14-Apr-24,"Rp 50,882,543.80"
13-Apr-24,"Rp 48,432,384.38"
12-Apr-24,"Rp 52,270,588.80"
11-Apr-24,"Rp 56,133,205.58"
10-Apr-24,"Rp 56,691,721.67"
9-Apr-24,"Rp 55,729,499.28"
8-Apr-24,"Rp 58,803,997.93"
7-Apr-24,"Rp 54,869,382.55"
6-Apr-24,"Rp 53,290,434.67"
5-Apr-24,"Rp 52,729,617.85"
4-Apr-24,"Rp 52,987,884.61"
3-Apr-24,"Rp 52,745,709.90"
2-Apr-24,"Rp 52,330,992.50"
1-Apr-24,"Rp 55,925,032.53"
31-Mar-24,"Rp 57,923,849.39"
30-Mar-24,"Rp 55,706,507.28"
29-Mar-24,"Rp 55,767,833.10"
28-Mar-24,"Rp 56,568,243.61"
27-Mar-24,"Rp 55,596,467.86"
26-Mar-24,"Rp 56,774,584.86"
25-Mar-24,"Rp 56,724,370.49"
24-Mar-24,"Rp 54,625,629.29"
23-Mar-24,"Rp 52,765,399.24"
22-Mar-24,"Rp 52,719,441.94"
21-Mar-24,"Rp 54,934,243.34"
20-Mar-24,"Rp 55,138,598.66"
19-Mar-24,"Rp 49,654,724.51"
18-Mar-24,"Rp 55,391,652.80"
17-Mar-24,"Rp 56,999,644.04"
16-Mar-24,"Rp 55,120,784.40"
15-Mar-24,"Rp 58,443,497.23"
14-Mar-24,"Rp 60,723,034.49"
13-Mar-24,"Rp 62,425,090.12"
12-Mar-24,"Rp 61,938,591.54"
11-Mar-24,"Rp 63,132,662.27"
10-Mar-24,"Rp 60,345,540.71"
9-Mar-24,"Rp 60,850,699.23"
8-Mar-24,"Rp 60,487,689.79"
7-Mar-24,"Rp 60,547,231.18"
6-Mar-24,"Rp 59,816,169.84"
5-Mar-24,"Rp 55,983,645.52"
4-Mar-24,"Rp 57,216,000.03"
3-Mar-24,"Rp 54,824,315.00"
2-Mar-24,"Rp 53,732,856.76"
1-Mar-24,"Rp 53,937,045.04"
29-Feb-24,"Rp 52,504,769.52"
28-Feb-24,"Rp 53,259,991.27"
27-Feb-24,"Rp 50,807,967.81"
26-Feb-24,"Rp 49,725,997.38"
25-Feb-24,"Rp 48,535,537.86"
24-Feb-24,"Rp 46,663,717.64"
23-Feb-24,"Rp 45,560,777.93"
22-Feb-24,"Rp 46,331,114.86"
21-Feb-24,"Rp 46,473,859.58"
20-Feb-24,"Rp 47,189,975.85"
19-Feb-24,"Rp 46,040,288.13"
18-Feb-24,"Rp 45,073,913.09"
17-Feb-24,"Rp 43,627,032.68"
16-Feb-24,"Rp 43,893,471.29"
15-Feb-24,"Rp 44,283,295.76"
14-Feb-24,"Rp 43,424,029.01"
13-Feb-24,"Rp 41,400,497.60"
12-Feb-24,"Rp 41,423,561.01"
11-Feb-24,"Rp 39,154,312.87"
10-Feb-24,"Rp 39,047,800.70"
9-Feb-24,"Rp 38,833,726.44"
8-Feb-24,"Rp 37,906,823.98"
7-Feb-24,"Rp 37,930,950.49"
6-Feb-24,"Rp 37,339,166.29"
5-Feb-24,"Rp 36,264,972.47"
4-Feb-24,"Rp 36,008,758.99"
3-Feb-24,"Rp 36,119,436.47"
2-Feb-24,"Rp 36,308,208.49"
1-Feb-24,"Rp 36,243,691.91"
31-Jan-24,"Rp 36,005,035.85"
30-Jan-24,"Rp 37,023,721.63"
29-Jan-24,"Rp 36,679,475.78"
28-Jan-24,"Rp 35,625,473.59"
27-Jan-24,"Rp 35,776,469.85"
26-Jan-24,"Rp 35,765,643.64"
